Web Search interest: ebola
Brazil; United States
Past 30 days

Interest over time
Day,Brazil,United States
2014-10-04,5,48
2014-10-05,3,42
2014-10-06,2,41
2014-10-07,5,34
2014-10-08,8,53
2014-10-09,8,56
2014-10-10,95,41
2014-10-11,46,28
2014-10-12,17,46
2014-10-13,18,52
2014-10-14,12,55
2014-10-15,9,90
2014-10-16,12,100
2014-10-17,9,82
2014-10-18,7,51
2014-10-19,6,36
2014-10-20,6,33
2014-10-21,5,34
2014-10-22,5,26
2014-10-23,5,22
2014-10-24,7,51
2014-10-25,4,23
2014-10-26,3,20
2014-10-27,4,24
2014-10-28,4,20
2014-10-29,4,17
2014-10-30,3,14
2014-10-31,3,13
2014-11-01,3,10
2014-11-02, , 
2014-11-03, , 


Top subregions for Brazil
Subregion,Brazil
Paraná,100
Rio de Janeiro,95
Rondônia,93
Amazonas,90
Espirito Santo,89
Tocantins,89
Ceará,84
São Paulo,83
Rio Grande do Norte,82
Maranhão,82
Piauí,80
Santa Catarina,80
Federal District,80
Mato Grosso do Sul,77
Pará,77
Mato Grosso,73
Sergipe,71
Minas Gerais,71
Pernambuco,71
Rio Grande do Sul,70
Goiás,67
Alagoas,67
Paraíba,66
Bahia,65
Acre,0
Amapá,0
Roraima,0

Top subregions for United States
Subregion,United States
Texas,100
Oklahoma,93
New York,87
Louisiana,86
Delaware,86
District of Columbia,86
South Dakota,86
Connecticut,84
West Virginia,82
Maine,82
Mississippi,81
Vermont,81
Ohio,80
Alabama,80
Arkansas,79
New Jersey,77
Wyoming,76
North Dakota,76
Rhode Island,74
Maryland,74
Montana,73
Illinois,71
Alaska,71
Georgia,70
New Hampshire,69
Massachusetts,69
Kansas,68
Kentucky,68
Missouri,68
Tennessee,68
Florida,68
Pennsylvania,67
Michigan,67
North Carolina,67
Nevada,67
South Carolina,66
Nebraska,66
New Mexico,65
Hawaii,64
Colorado,63
Indiana,63
California,63
Iowa,63
Wisconsin,62
Arizona,61
Idaho,61
Minnesota,60
Washington,60
Utah,50
Virginia,47
Oregon,31


Top cities for Brazil
City,Brazil
Santo André,100

Top cities for United States
City,United States
Dallas,100
Richardson,91
Goldsby,90
Grapevine,88
New York,84
Fresno,78
New Orleans,76
Westland,76
Washington,75
Austin,75
Alexandria,73
Columbus,73
Houston,70
Chicago,67
San Antonio,66



Top searches for Brazil
ebola brasil,100
ebola no brasil,75
o ebola,65
virus ebola,55
virus,55
sintomas ebola,35
o que ebola,30
caso ebola,25
doença ebola,20
caso de ebola,20
caso ebola brasil,15
o virus ebola,15
sobre ebola,15
sintomas do ebola,15
ebola 2014,10
virus do ebola,10
virus ebola brasil,10
vírus ebola,10
cura ebola,10
noticias ebola,5
suspeita de ebola,5
sintomas de ebola,5
sobre o ebola,5
ebola rio,5
fotos ebola,5
africa,5
ebola cascavel,5
ebola africa,5
como surgiu ebola,5
sintomas da ebola,5
suspeita ebola brasil,5
ebola globo,5
a doença ebola,5
ebola parana,5
ebola brasil 2014,5
ebola imagens,5
ebola origem,5
g1 ebola,5
ebola vacina,5
ebola epidemia,5
pessoas com ebola,5
casos de ebola,5
ebola no rio,5
doença de ebola,5
ebola no mundo,5
tudo sobre ebola,5
exame ebola,5

Top searches for United States
virus ebola,100
ebola symptoms,80
us ebola,45
news ebola,45
news,45
ebola outbreak,40
what is ebola,40
ebola in us,35
ebola texas,25
ebola dallas,25
symptoms of ebola,25
ebola nurse,20
ebola patient,20
ebola cases,20
ebola cdc,20
ebola 2014,20
cdc,20
ebola africa,15
ebola spread,15
ebola usa,15
ebola new york,15
airborne ebola,15
who ebola,10
ebola zombie,10
ebola cure,10
ebola update,10
ebola in texas,10
ebola map,10
nyc ebola,10
cnn,10
cnn ebola,10
ebola disease,10
us ebola cases,10
ebola in africa,10
ebola death,10
duncan ebola,10
ebola patients,5
ebola virus symptoms,5
ebola in usa,5
ebola vaccine,5
ebola ohio,5
where is ebola,5
ebola ny,5
ebola in dallas,5
ebola united states,5
ebola victim,5
obama ebola,5
ebola costume,5
is ebola airborne,5
el ebola,5



Rising searches for Brazil
ebola cascavel,Breakout
suspeita de ebola,Breakout
caso ebola brasil,+190%
ebola brasil,+150%
ebola rio,+150%
ebola no brasil,+140%
caso ebola,+120%
como surgiu ebola,+100%
caso de ebola,+90%
virus ebola brasil,+70%

Rising searches for United States
ebola nurse,+3,600%
ebola costume,+1,000%
nyc ebola,+900%
ebola ohio,+500%
ebola new york,+300%
ebola ny,+200%
duncan ebola,+150%
ebola cases,+130%
us ebola cases,+130%
is ebola airborne,+70%



