Name,2014-07-30,2014-07-31,2014-08-01,2014-08-02,2014-08-03,2014-08-04,2014-08-05,2014-08-06,2014-08-07,2014-08-08,2014-08-09,2014-08-10,2014-08-11,2014-08-12,2014-08-13,2014-08-14,2014-08-15,2014-08-16,2014-08-17,2014-08-18,2014-08-19,2014-08-20,2014-08-21,2014-08-22,2014-08-23,2014-08-24,2014-08-25,2014-08-26,2014-08-27,2014-08-28,2014-08-29,2014-08-30,2014-08-31,2014-09-01,2014-09-02,2014-09-03,2014-09-04,2014-09-05,2014-09-06,2014-09-07,2014-09-08,2014-09-09,2014-09-10,2014-09-11,2014-09-12,2014-09-13,2014-09-14,2014-09-15,2014-09-16,2014-09-17,2014-09-18,2014-09-19,2014-09-20,2014-09-21,2014-09-22,2014-09-23,2014-09-24,2014-09-25,2014-09-26,2014-09-27,2014-09-28,2014-09-29,2014-09-30,2014-10-01,2014-10-02,2014-10-03,2014-10-04,2014-10-05,2014-10-06,2014-10-07,2014-10-08,2014-10-09,2014-10-10,2014-10-11,2014-10-12,2014-10-13,2014-10-14,2014-10-15,2014-10-16,2014-10-17,2014-10-18,2014-10-19,2014-10-20,2014-10-21,2014-10-22,2014-10-23,2014-10-24,2014-10-25,2014-10-26,2014-10-27,2014-10-28,2014-10-29,2014-10-30,2014-10-31,2014-11-01
Liberia,966.7,1111.1,1022.2,800.0,800.0,722.2,700.0,633.3,777.8,688.9,833.3,622.2,777.8,644.4,544.4,600.0,588.9,488.9,500.0,566.7,577.8,633.3,611.1,600.0,444.4,311.1,422.2,422.2,477.8,455.6,388.9,311.1,311.1,266.7,311.1,400.0,422.2,344.4,455.6,422.2,433.3,333.3,388.9,400.0,400.0,366.7,355.6,344.4,355.6,377.8,366.7,288.9,277.8,300.0,455.6,311.1,244.4,322.2,311.1,311.1,344.4,322.2,255.6,355.6,377.8,455.6,500.0,466.7,755.6,633.3,1111.1,955.6,955.6,577.8,844.4,488.9,522.2,700.0,800.0,533.3,533.3,677.8,777.8,566.7,455.6,666.7,522.2,322.2,566.7,711.1,511.1,377.8,555.6,477.8,255.6
Sierra Leone,513.3,666.7,620.0,453.3,486.7,660.0,553.3,486.7,480.0,420.0,633.3,400.0,513.3,453.3,420.0,393.3,300.0,280.0,240.0,266.7,266.7,246.7,260.0,240.0,160.0,200.0,233.3,266.7,186.7,266.7,300.0,186.7,166.7,180.0,153.3,273.3,213.3,333.3,346.7,393.3,326.7,326.7,253.3,333.3,266.7,160.0,233.3,213.3,200.0,220.0,306.7,366.7,233.3,200.0,326.7,253.3,186.7,253.3,306.7,146.7,180.0,280.0,213.3,226.7,186.7,206.7,346.7,260.0,406.7,666.7,580.0,580.0,500.0,380.0,400.0,513.3,553.3,520.0,426.7,586.7,366.7,440.0,486.7,386.7,386.7,386.7,366.7,413.3,273.3,406.7,440.0,506.7,360.0,246.7,180.0
Guinea,0.0,0.0,193.3,293.3,233.3,273.3,266.7,393.3,300.0,300.0,353.3,400.0,386.7,326.7,533.3,353.3,446.7,353.3,360.0,346.7,420.0,486.7,480.0,400.0,473.3,360.0,413.3,300.0,360.0,246.7,586.7,480.0,400.0,320.0,520.0,473.3,533.3,380.0,426.7,340.0,373.3,446.7,360.0,466.7,666.7,426.7,453.3,520.0,426.7,433.3,666.7,526.7,480.0,320.0,420.0,360.0,393.3,273.3,380.0,300.0,320.0,393.3,253.3,280.0,273.3,246.7,360.0,220.0,433.3,253.3,380.0,440.0,666.7,313.3,520.0,500.0,513.3,293.3,433.3,460.0,606.7,460.0,506.7,420.0,306.7,440.0,393.3,326.7,273.3,406.7,300.0,293.3,326.7,320.0,0.0
United States,13.0,16.0,26.0,31.0,22.0,21.0,26.0,20.0,15.0,15.0,11.0,8.0,7.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,7.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,29.0,53.0,66.0,63.0,48.0,42.0,41.0,34.0,55.0,56.0,41.0,28.0,47.0,52.0,55.0,90.0,100.0,81.0,51.0,35.0,34.0,34.0,26.0,22.0,51.0,23.0,20.0,24.0,20.0,17.0,15.0,13.0,10.0
